,2.5%,97.5%,OR,Feature,Country,Region,log_OR,log_lower_CI,log_upper_CI,SE,Unexposed,Exposed,Total
0,0.965595118158354,1.3765519895366511,1.1529058422038463,Well_being_domain,China,Asia,0.14228557464253197,-0.03501066497137825,0.31958181425644205,0.09045726510913785,2216,4337,6553
0,1.0221151144893013,2.0872502927118117,1.4606197560977192,Well_being_domain,Chile,LatinAmerica,0.3788608361275405,0.021874121925096076,0.7358475503299852,0.1821360786747166,267,763,1030
0,0.714189416703091,1.3418803258854428,0.9789569588237667,Well_being_domain,Uruguay,LatinAmerica,-0.02126760184733806,-0.33660706232546234,0.29407185863078633,0.16088747983577772,266,1070,1336
0,2.2708605711860916,2.596563243408564,2.4282572124977992,Well_being_domain,Colombia,LatinAmerica,0.8871738035410474,0.8201588659000735,0.9541887411820213,0.03419129471478262,12291,9512,21803
0,0.9859247846515506,1.5619805758675191,1.2409654962536585,Well_being_domain,Ecuador,LatinAmerica,0.2158897026559856,-0.014175210604079032,0.44595461591605023,0.11738005778574727,670,2962,3632
0,0.5248787602203395,0.6543633578177374,0.586055823266856,Well_being_domain,Brasil,LatinAmerica,-0.5343402323946816,-0.6445879759732636,-0.4240924888160997,0.056248848764582624,2621,5892,8513
0,2.3574431886790497,3.3315636095163756,2.8024938784777693,Well_being_domain,Korea,Asia,1.0305096916541274,0.8575776371138172,1.2034417461944376,0.08823064007158683,1670,6999,8669
0,1.6012337509120729,2.0647177392465315,1.8182672328864147,Well_being_domain,Mexico,LatinAmerica,0.5978839777397127,0.470774426425295,0.7249935290541303,0.06485181189511105,3858,2123,5981
0,1.298294741279912,2.324377485456143,1.7371606333661649,Well_being_domain,Austria,WesternEurope,0.5522519604536363,0.2610516659098057,0.843452254997467,0.14857157884889322,931,369,1300
0,1.102854458804159,1.7193972354975064,1.37704208636627,Well_being_domain,Belgium,WesternEurope,0.3199377830893815,0.09790178125161124,0.5419737849271516,0.11328367440702561,1100,821,1921
0,1.1984529028004645,1.8312338901691303,1.481434295329962,Well_being_domain,Czechia,EasternEurope,0.39301073695008876,0.18103147733289932,0.6049899965672783,0.10815268347815789,968,1026,1994
0,1.2258601864826946,2.2031187490707036,1.6433853962413483,Well_being_domain,Switzerland,WesternEurope,0.4967583801674155,0.20364279062160076,0.7898739697132303,0.1495487701764361,836,408,1244
0,1.4370131993613535,2.218918626850709,1.7856694417201742,Well_being_domain,Germany,WesternEurope,0.5797933823009122,0.36256679241403017,0.7970199721877942,0.1108298927994296,1390,730,2120
0,1.327105543429887,2.2944035027659133,1.744968655129826,Well_being_domain,Denmark,NorthernEurope,0.5567365928167423,0.28300028755270196,0.8304728980807825,0.13966138023675523,833,471,1304
0,1.4411407527354119,2.0192078244889595,1.705861273408026,Well_being_domain,Estonia,NorthernEurope,0.5340701288862011,0.36543498937109653,0.7027052684013059,0.0860383364872983,2050,1233,3283
0,1.1841943633149181,1.9510992234978441,1.520026546720241,Well_being_domain,Spain,SouthernEurope,0.41872779965320156,0.1690626811944975,0.6683929181119055,0.1273801624789306,916,544,1460
0,1.1495270894535154,1.8574088854603066,1.4612124520507905,Well_being_domain,France,WesternEurope,0.3792665377003741,0.1393506312361679,0.6191824441645806,0.1224060747266359,886,639,1525
0,1.423912552638383,2.934624611457171,2.044174361823228,Well_being_domain,Hungary,EasternEurope,0.7149939729220606,0.35340840144007646,1.0765795444040447,0.18448243442958373,385,337,722
0,0.8928310543428389,1.3646782491735885,1.1038238627826427,Well_being_domain,Italy,SouthernEurope,0.09878039054537342,-0.11335790486991083,0.3109186859606578,0.1082338241914716,1059,1072,2131
0,1.0645902149877808,1.9895744934510784,1.4553630260925583,Well_being_domain,Netherlands,WesternEurope,0.37525537197200337,0.06258995045726416,0.6879207934867426,0.1595231742422139,541,434,975
0,1.1864460375688681,1.855909628651092,1.4838923899659966,Well_being_domain,Poland,EasternEurope,0.3946686286159555,0.17096231551291077,0.6183749417190003,0.11413587403216571,929,797,1726
0,1.3263185365922843,2.4403694811572323,1.7990851227757214,Well_being_domain,Sweden,NorthernEurope,0.5872782705670173,0.2824070865890065,0.8921494545450281,0.15554652243776063,840,518,1358
0,1.691384458614112,2.3825668535914555,2.0074452788989574,Well_being_domain,Slovenia,EasternEurope,0.6968629081354875,0.5255473998492004,0.8681784164217744,0.08740587157463622,1918,1218,3136
0,0.48452856110917325,1.3335087873131297,0.803817823852687,Well_being_domain,Israel,Asia,-0.21838262272584139,-0.7245788997310426,0.28781365427935984,0.2582634066353067,201,198,399
0,1.1779130638285447,2.150266028041213,1.5914856094657157,Well_being_domain,Luxembourg,WesternEurope,0.46466792557893905,0.16374428270006605,0.7655915684578121,0.15353247085656788,654,462,1116
0,0.8065014060464205,1.1749829674163825,0.9734605360783292,Well_being_domain,Greece,SouthernEurope,-0.026897993175111545,-0.21504963802543536,0.16125365167521227,0.09599573716853256,1006,1539,2545
0,1.1707174741262756,1.704617175997753,1.4126659600331406,Well_being_domain,Croatia,EasternEurope,0.34547867096537177,0.1576167866125403,0.533340555318203,0.095847900180016,1326,1177,2503
0,1.675534880083496,3.239743646842108,2.3298719885034154,Well_being_domain,Bulgaria,EasternEurope,0.8458133255118474,0.516132445694744,1.175494205328951,0.16820453051893036,459,416,875
0,1.968903171900074,4.710332165905181,3.045355142204872,Well_being_domain,Cyprus,SouthernEurope,1.113617525626931,0.6774766221654562,1.5497584290884057,0.22252086911299732,278,242,520
0,0.875752299340069,1.5578013424121298,1.1680103199597462,Well_being_domain,Finland,NorthernEurope,0.15530171994897632,-0.13267199134125165,0.4432754312392043,0.14692536290317754,691,437,1128
0,1.2765371913139234,2.180050153662826,1.6682071514294115,Well_being_domain,Lithuania,NorthernEurope,0.5117494877298718,0.24415109265603474,0.7793478828037089,0.13652979340501892,667,721,1388
0,1.4230453035925175,2.8574911797630325,2.0165166509153414,Well_being_domain,Latvia,NorthernEurope,0.7013715926318539,0.3527991552787447,1.0499440299849634,0.17784308028219864,417,344,761
0,1.1058660500152937,2.297776330811858,1.5940617412050089,Well_being_domain,Malta,SouthernEurope,0.4662853131216702,0.10062878366357579,0.8319418425797644,0.18655945380515018,385,385,770
0,1.1806481342768558,2.534516288703344,1.7298473711723539,Well_being_domain,Slovak Republic,EasternEurope,0.5480331798617901,0.16606355402235168,0.9300028057012285,0.19488246216297878,508,441,949
0,0.9700972374255706,1.4799780420285988,1.198216428706621,Well_being_domain,Costa Rica,LatinAmerica,0.1808341417292747,-0.03035896774025008,0.3920272511987993,0.1077515864640432,719,1824,2543
